"id","name","microbe_id","species","kingdom","phylum","ncbi_tax_id","activity","gram","oxygen_requirement","created_at","updated_at","klass","order","family","genus","strain","metabolism","shape","mobility","flagella_presence","number_of_membranes","optimal_temperature","temperature_range","habitat","biotic_relationship","cell_arrangement","sporulation","energy_source","superkingdom","background","health_type","evidence_type","data_source","export","human_pathogen","genome_ids","parent_id","level"
257,"Roseburia hominis A2-183","MMDBm0000257","Roseburia hominis",NULL,"Firmicutes",585394,NULL,"Negative","Anaerobe","2020-09-26 05:00:40.679636","2022-08-25 23:58:11.207863","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia hominis A2-183","Saccharolytic, fermentative, acetate converted to butyrate",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,724,NULL,NULL
262,"Ruminococcus bicirculans","MMDBm0000262","Ruminococcus bicirculans",NULL,"Firmicutes",1160721,NULL,"Positive","Anaerobe","2020-09-26 05:00:40.717526","2022-08-29 16:05:00.077668","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","NULL","Saccharolytic, fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1846; 1847",NULL,NULL
263,"Ruminococcus champanellensis 18P13 = JCM 17042","MMDBm0000263","Ruminococcus champanellensis",NULL,"Firmicutes",213810,NULL,"Positive","Anaerobe","2020-09-26 05:00:40.725168","2022-08-25 23:58:11.218091","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus champanellensis 18P13 = JCM 17042","Saccharolytic, fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,416,NULL,NULL
264,"Ruminococcus gnavus","MMDBm0000264","[Ruminococcus] gnavus",NULL,"Firmicutes",33038,NULL,NULL,NULL,"2020-09-26 05:00:40.732994","2022-08-29 16:05:00.089227","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NULL,NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1812,NULL,NULL
266,"Ruminococcus torques L2-14","MMDBm0000266","Ruminococcus torques",NULL,"Firmicutes",657313,NULL,"Positive","Anaerobe","2020-09-26 05:00:40.748420","2022-08-25 23:58:11.230112","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Ruminococcus torques L2-14","Saccharolytic, fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,770,NULL,NULL
269,"Stoquefichus massiliensis AP9","MMDBm0000269","Candidatus Stoquefichus massiliensis",NULL,"Firmicutes",1211844,"Production (export)",NULL,NULL,"2020-09-26 05:00:40.772444","2022-08-25 23:58:11.239324","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Stoquefichus","Stoquefichus massiliensis AP9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,468,NULL,NULL
274,"Streptococcus salivarius","MMDBm0000274","Streptococcus salivarius",NULL,"Firmicutes",1304,NULL,NULL,"Facultative anaerobe","2020-09-26 05:00:40.813383","2022-08-25 23:58:11.250565","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NULL,NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,836,NULL,NULL
277,"Streptococcus salivarius JIM8777","MMDBm0000277","Streptococcus salivarius",NULL,"Firmicutes",347253,NULL,"Positive","Facultative anaerobe","2020-09-26 05:00:40.835931","2022-08-25 23:58:11.258026","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus salivarius JIM8777","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,581,NULL,NULL
281,"Streptococcus thermophilus CNRZ1066","MMDBm0000281","Streptococcus thermophilus",NULL,"Firmicutes",299768,NULL,"Positive","Anaerobe","2020-09-26 05:00:40.866361","2022-08-25 23:58:11.265824","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus thermophilus CNRZ1066",NULL,"Cocci","No","No",1,45,"Thermophilic","Multiple","Free living","Chains - Pairs","Chains - Pairs",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,564,NULL,NULL
282,"Streptococcus thermophilus LMD-9","MMDBm0000282","Streptococcus thermophilus",NULL,"Firmicutes",322159,NULL,"Positive","Facultative anaerobe","2020-09-26 05:00:40.873793","2022-08-25 23:58:11.291702","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus thermophilus LMD-9","Homofermentative","Cocci","No","No",1,37,"Mesophilic","Multiple","Free living","Chains - Pairs","Chains - Pairs",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,579,NULL,NULL
287,"Veillonella parvula DSM 2008","MMDBm0000287","Veillonella parvula",NULL,"Firmicutes",479436,NULL,"Negative","Anaerobe","2020-09-26 05:00:40.911512","2022-08-23 02:00:19.056871","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella parvula DSM 2008",NULL,"Cocci","No","No",1,NULL,"Mesophilic","HostAssociated","Free living","Chains - Pairs","Chains - Pairs",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,380,NULL,NULL
288,"Vibrio mimicus MB-451","MMDBm0000288","Vibrio mimicus",NULL,"Proteobacteria",675806,"Production (export)","Positive","Facultative anaerobe","2020-09-26 05:00:40.918924","2022-08-23 02:00:19.113311","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio mimicus MB-451","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,365,NULL,NULL
292,"atopobium vaginae","MMDBm0000292","atopobium vaginae",NULL,"Actinobacteria",82135,NULL,NULL,NULL,"2020-09-26 05:00:40.949417","2022-08-25 23:58:11.307279","Actinobacteria","Actinomycetales","Actinomycetaceae","Fannyhessea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1441,NULL,NULL
298,"gardnerella vaginalis","MMDBm0000298","Gardnerella vaginalis",NULL,"Actinobacteria",2702,NULL,NULL,NULL,"2020-09-26 05:00:40.995305","2022-08-25 23:58:11.324937","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,925,NULL,NULL
299,"lactobacillus crispatus","MMDBm0000299","Lactobacillus crispatus",NULL,"Firmicutes",47770,NULL,NULL,"Facultative anaerobe","2020-09-26 05:00:41.003970","2022-08-25 23:58:11.353681","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1101,NULL,NULL
300,"lactobacillus jensenii","MMDBm0000300","Lactobacillus jensenii",NULL,"Firmicutes",109790,NULL,NULL,"Facultative anaerobe","2020-09-26 05:00:41.012147","2022-08-25 23:58:11.364454","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1297,NULL,NULL
301,"lactobacillus vaginalis","MMDBm0000301","Lactobacillus vaginalis",NULL,"Firmicutes",1633,NULL,NULL,"Facultative anaerobe","2020-09-26 05:00:41.020022","2022-08-25 23:58:11.373878","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,892,NULL,NULL
305,"Buchnera aphidicola","MMDBm0000305","Buchnera aphidicola",NULL,"Proteobacteria",9,NULL,NULL,NULL,"2020-10-27 20:46:01.427744","2022-08-29 16:05:00.139627","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Buchnera",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1836,NULL,NULL
306,"Pelobacter carbinolicus","MMDBm0000306","Pelobacter carbinolicus",NULL,"Proteobacteria",19,NULL,NULL,NULL,"2020-10-27 20:46:01.442831","2022-08-29 23:51:40.143335","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Pelobacter","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2206,NULL,NULL
307,"Shewanella putrefaciens","MMDBm0000307","Shewanella putrefaciens",NULL,"Proteobacteria",24,NULL,NULL,NULL,"2020-10-27 20:46:01.463101","2022-08-29 23:51:40.148500","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,"NJS16",1,NULL,2255,NULL,NULL
308,"Spirochaeta thermophila","MMDBm0000308","Spirochaeta thermophila",NULL,"Spirochaetes",154,NULL,NULL,NULL,"2020-10-27 20:46:01.474689","2022-08-29 23:51:40.153415","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,"NJS16",1,NULL,2172,NULL,NULL
311,"Campylobacter concisus","MMDBm0000311","Campylobacter concisus",NULL,"Proteobacteria",199,NULL,NULL,"Microaerophilic","2020-10-27 20:46:01.510929","2022-08-25 23:58:11.382673","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,914,NULL,NULL
312,"Campylobacter curvus","MMDBm0000312","Campylobacter curvus",NULL,"Proteobacteria",200,NULL,NULL,"Microaerophilic","2020-10-27 20:46:01.524276","2022-08-25 23:58:11.394407","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,915,NULL,NULL
313,"Campylobacter lari","MMDBm0000313","Campylobacter lari",NULL,"Proteobacteria",201,NULL,NULL,"Microaerophilic","2020-10-27 20:46:01.538557","2022-08-29 16:05:00.156454","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1782; 1783",NULL,NULL
314,"Campylobacter rectus","MMDBm0000314","Campylobacter rectus",NULL,"Proteobacteria",203,NULL,NULL,"Microaerophilic","2020-10-27 20:46:01.550990","2022-08-25 23:58:11.403590","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,916,NULL,NULL
315,"Campylobacter showae","MMDBm0000315","Campylobacter showae",NULL,"Proteobacteria",204,NULL,NULL,"Aerobe","2020-10-27 20:46:01.571894","2022-08-25 23:58:11.414009","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,917,NULL,NULL
316,"Helicobacter pylori","MMDBm0000316","Helicobacter pylori",NULL,"Proteobacteria",210,NULL,NULL,"Aerobe","2020-10-27 20:46:01.583203","2022-08-25 23:58:11.432753","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,1,921,NULL,NULL
318,"Helicobacter cinaedi","MMDBm0000318","Helicobacter cinaedi",NULL,"Proteobacteria",213,NULL,NULL,"Microaerophile","2020-10-27 20:46:01.606299","2022-08-31 19:30:51.742498","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2460,NULL,NULL
322,"Brucella abortus","MMDBm0000322","Brucella abortus",NULL,"Proteobacteria",235,NULL,NULL,NULL,"2020-10-27 20:46:01.646919","2022-08-29 23:51:40.171623","Alphaproteobacteria","Rhizobiales","Brucellaceae","Brucella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,1,2249,NULL,NULL
327,"Paracoccus denitrificans","MMDBm0000327","Paracoccus denitrificans",NULL,"Proteobacteria",266,NULL,NULL,NULL,"2020-10-27 20:46:01.699547","2022-08-29 23:51:40.177127","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2259,NULL,NULL
329,"Thermus thermophilus","MMDBm0000329","Thermus thermophilus",NULL,"Deinococcus-thermus",274,NULL,NULL,NULL,"2020-10-27 20:46:01.724957","2023-12-14 17:45:52.735466","Deinococci","Thermales","Thermaceae","Thermus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2260,NULL,NULL
330,"Comamonas testosteroni","MMDBm0000330","Comamonas testosteroni",NULL,"Proteobacteria",285,NULL,NULL,"Aerobe","2020-10-27 20:46:01.739763","2022-08-25 23:58:11.459195","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,981,NULL,NULL
331,"Burkholderia cepacia","MMDBm0000331","Burkholderia cepacia",NULL,"Proteobacteria",292,NULL,NULL,"Microaerophile","2020-10-27 20:46:01.753066","2022-08-25 23:58:11.471055","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,988,NULL,NULL
332,"Pseudomonas fluorescens","MMDBm0000332","Pseudomonas fluorescens",NULL,"Proteobacteria",294,NULL,NULL,"Aerobe","2020-10-27 20:46:01.763966","2022-08-25 23:58:11.485159","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1004,NULL,NULL
333,"Pseudomonas mendocina","MMDBm0000333","Pseudomonas mendocina",NULL,"Proteobacteria",300,NULL,NULL,NULL,"2020-10-27 20:46:01.774546","2022-08-29 23:51:40.195147","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2290,NULL,NULL
334,"Pseudomonas putida","MMDBm0000334","Pseudomonas putida",NULL,"Proteobacteria",303,NULL,NULL,"Aerobe","2020-10-27 20:46:01.785651","2022-08-29 16:05:00.178665","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1954,NULL,NULL
335,"Pseudomonas stutzeri","MMDBm0000335","Pseudomonas stutzeri",NULL,"Proteobacteria",316,NULL,NULL,"Aerobe","2020-10-27 20:46:01.797629","2022-08-25 23:58:11.494761","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1006,NULL,NULL
336,"Pseudomonas syringae","MMDBm0000336","Pseudomonas syringae",NULL,"Proteobacteria",317,NULL,NULL,NULL,"2020-10-27 20:46:01.809844","2022-08-29 23:51:40.202963","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2294,NULL,NULL
337,"Ralstonia pickettii","MMDBm0000337","Ralstonia pickettii",NULL,"Proteobacteria",329,NULL,NULL,NULL,"2020-10-27 20:46:01.819766","2022-08-29 23:51:40.208068","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2297,NULL,NULL
338,"Burkholderia glumae","MMDBm0000338","Burkholderia glumae",NULL,"Proteobacteria",337,NULL,NULL,NULL,"2020-10-27 20:46:01.830851","2022-08-29 23:51:40.213514","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"2303; 2304",NULL,NULL
339,"Xanthomonas campestris","MMDBm0000339","Xanthomonas campestris",NULL,"Proteobacteria",339,NULL,NULL,NULL,"2020-10-27 20:46:01.843671","2022-08-29 23:51:40.219712","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2307,NULL,NULL
340,"Azotobacter vinelandii","MMDBm0000340","Azotobacter vinelandii",NULL,"Proteobacteria",354,NULL,NULL,NULL,"2020-10-27 20:46:01.855293","2022-08-29 23:51:40.226484","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azotobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2309,NULL,NULL
341,"Bradyrhizobium japonicum","MMDBm0000341","Bradyrhizobium japonicum",NULL,"Proteobacteria",375,NULL,NULL,"Aerobe","2020-10-27 20:46:01.865956","2022-08-25 23:58:11.509778","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1045,NULL,NULL
342,"Mesorhizobium loti","MMDBm0000342","Mesorhizobium loti",NULL,"Proteobacteria",381,NULL,NULL,"Aerobe","2020-10-27 20:46:01.875888","2022-08-25 23:58:11.519304","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1046,NULL,NULL
343,"Sinorhizobium meliloti","MMDBm0000343","Sinorhizobium meliloti",NULL,"Proteobacteria",382,NULL,NULL,NULL,"2020-10-27 20:46:01.888936","2022-08-29 23:51:40.250518","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2319,NULL,NULL
345,"Methylobacillus flagellatus","MMDBm0000345","Methylobacillus flagellatus",NULL,"Proteobacteria",405,NULL,NULL,NULL,"2020-10-27 20:46:01.917534","2022-08-29 23:51:40.265891","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Methylobacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2326,NULL,NULL
347,"Methylococcus capsulatus","MMDBm0000347","Methylococcus capsulatus",NULL,"Proteobacteria",414,NULL,NULL,NULL,"2020-10-27 20:46:01.935699","2022-08-29 23:51:40.288098","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylococcus",NULL,NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2328,NULL,NULL
348,"Methylosinus trichosporium","MMDBm0000348","Methylosinus trichosporium",NULL,"Proteobacteria",426,NULL,NULL,NULL,"2020-10-27 20:46:01.944853","2022-08-29 23:51:40.307630","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylosinus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2330,NULL,NULL
349,"Acetobacter pasteurianus","MMDBm0000349","Acetobacter pasteurianus",NULL,"Proteobacteria",438,NULL,NULL,NULL,"2020-10-27 20:46:01.956029","2022-08-29 23:51:40.314315","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2335,NULL,NULL
350,"Gluconobacter oxydans","MMDBm0000350","Gluconobacter oxydans",NULL,"Proteobacteria",442,NULL,NULL,NULL,"2020-10-27 20:46:01.964253","2022-08-29 23:51:40.320114","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2337,NULL,NULL
351,"Acinetobacter calcoaceticus","MMDBm0000351","Acinetobacter calcoaceticus",NULL,"Proteobacteria",471,NULL,NULL,NULL,"2020-10-27 20:46:01.975003","2022-08-25 23:58:11.540952","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1097,NULL,NULL
352,"Moraxella catarrhalis","MMDBm0000352","Moraxella catarrhalis",NULL,"Proteobacteria",480,NULL,NULL,"Aerobe","2020-10-27 20:46:01.984236","2022-08-25 23:58:11.552120","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1103,NULL,NULL
353,"Neisseria flavescens","MMDBm0000353","Neisseria flavescens",NULL,"Proteobacteria",484,NULL,NULL,"Aerobe","2020-10-27 20:46:01.994239","2022-08-25 23:58:11.561969","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1105,NULL,NULL
354,"Neisseria gonorrhoeae","MMDBm0000354","Neisseria gonorrhoeae",NULL,"Proteobacteria",485,NULL,NULL,"Aerobe","2020-10-27 20:46:02.003475","2022-08-25 23:58:11.570325","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,1,1106,NULL,NULL
355,"Neisseria mucosa","MMDBm0000355","Neisseria mucosa",NULL,"Proteobacteria",488,NULL,NULL,"Facultative anaerobe","2020-10-27 20:46:02.013790","2022-08-25 23:58:11.578514","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1109,NULL,NULL
356,"Neisseria sicca","MMDBm0000356","Neisseria sicca",NULL,"Proteobacteria",490,NULL,NULL,NULL,"2020-10-27 20:46:02.025050","2022-08-25 23:58:11.587905","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1137,NULL,NULL
357,"Kingella denitrificans","MMDBm0000357","Kingella denitrificans",NULL,"Proteobacteria",502,NULL,NULL,NULL,"2020-10-27 20:46:02.035943","2022-08-29 23:51:40.357105","Betaproteobacteria","Neisseriales","Neisseriaceae","Kingella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2356,NULL,NULL
358,"Acidiphilium cryptum","MMDBm0000358","Acidiphilium cryptum",NULL,"Proteobacteria",524,NULL,NULL,NULL,"2020-10-27 20:46:02.045213","2022-08-29 23:51:40.384480","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2361,NULL,NULL
360,"Chromobacterium violaceum","MMDBm0000360","Chromobacterium violaceum",NULL,"Proteobacteria",536,NULL,NULL,NULL,"2020-10-27 20:46:02.066498","2022-08-29 23:51:40.391247","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2366,NULL,NULL
361,"Zymomonas mobilis","MMDBm0000361","Zymomonas mobilis",NULL,"Proteobacteria",542,NULL,NULL,NULL,"2020-10-27 20:46:02.077501","2022-08-29 23:51:40.402510","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Zymomonas",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2368,NULL,NULL
